variant,mode,signal_ts,entry_ts,exit_ts,side,reason,bars_held,armed,arm_ts,retry_count,reject_count,deadline_exit,entry_price,initial_stop,final_active_stop,exit_price,net_ret_1x,mae_1x,mfe_1x
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 08:15:00+00:00,2026-03-25 08:20:00+00:00,2026-03-25 09:05:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,40.726652859000005,40.65904571614286,40.76171428571429,40.687738728,-0.0017844218524893378,-0.005390588493057195,0.004059924629024714
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 09:05:00+00:00,2026-03-25 09:10:00+00:00,2026-03-25 09:55:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,40.717643202000005,40.62635748771429,40.712517857142856,40.619720776,-0.003233239294276153,-0.008117543337823678,0.0020226317518285963
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 09:55:00+00:00,2026-03-25 10:00:00+00:00,2026-03-25 10:40:00+00:00,1,stop_market,9,True,2026-03-25 10:35:00+00:00,1,1,False,40.654575603,40.598468460142854,40.72341071428571,40.73416169471429,0.0011274827134536334,-0.0019046683298123018,0.003404890961149043
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 10:45:00+00:00,2026-03-25 10:50:00+00:00,2026-03-25 11:35:00+00:00,1,stop_market,10,True,2026-03-25 11:30:00+00:00,0,0,False,40.87881595500001,40.830530240714296,41.467392857142855,41.478340248857144,0.013830487852859768,-0.002171462561661134,0.01715274840083092
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 11:50:00+00:00,2026-03-25 11:55:00+00:00,2026-03-25 12:40:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,41.265230133,41.171551561571434,41.24244642857143,40.8607844,-0.010626384790068565,-0.014112152665670135,0.002975140732386583
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 13:15:00+00:00,2026-03-25 13:20:00+00:00,2026-03-25 14:05:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,41.02397154,40.939507254285715,41.11519642857142,40.631723944,-0.010386782111408224,-0.011261283987729425,0.005022148082350242
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 14:30:00+00:00,2026-03-25 14:35:00+00:00,2026-03-25 15:15:00+00:00,-1,stop_market,9,True,2026-03-25 15:10:00+00:00,0,0,False,40.187832137,40.288082137,40.21576785714286,40.20515089442857,-0.0012604466194053587,-0.0062166130609848805,0.00412642653713402
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 15:30:00+00:00,2026-03-25 15:35:00+00:00,2026-03-25 16:20:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,40.383621829,40.477871828999994,40.363910714285716,40.514301399999994,-0.004066619150440988,-0.003915540246376207,0.00318499983841547
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 16:55:00+00:00,2026-03-25 17:00:00+00:00,2026-03-25 17:45:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,40.455544573000005,40.53486600157143,40.53486600157143,40.514301399999994,-0.002282304946029704,-0.005171868982449161,-0.0002584423744718123
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 17:45:00+00:00,2026-03-25 17:50:00+00:00,2026-03-25 18:35:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,40.48251560200001,40.541765602000005,40.45867857142857,40.566287671999994,-0.0028995202315296484,-0.006305708209862552,0.002581746723141931
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 18:55:00+00:00,2026-03-25 19:00:00+00:00,2026-03-25 19:35:00+00:00,-1,stop_market,8,True,2026-03-25 19:30:00+00:00,0,0,False,40.362644362,40.42257293342857,40.34151785714286,40.33086769642858,-4.171708631157771e-05,-0.004684838370003789,0.002815582670470107
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 19:45:00+00:00,2026-03-25 19:50:00+00:00,2026-03-25 20:30:00+00:00,-1,stop_market,9,True,2026-03-25 20:25:00+00:00,0,0,False,40.361645435,40.419324006428575,39.746089285714284,39.73559631814285,0.014688100130810367,-0.0032974616463512666,0.017383965084623698
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 20:45:00+00:00,2026-03-25 20:50:00+00:00,2026-03-25 21:35:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,39.907133650000006,39.97438365000001,39.84153571428571,39.996438151999996,-0.003068058530627437,-0.0034934679993723497,0.004213122683142334
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-25 23:40:00+00:00,2026-03-25 23:45:00+00:00,2026-03-26 00:30:00+00:00,-1,stop_market,10,True,2026-03-26 00:25:00+00:00,2,2,False,40.200818188,40.25163961657143,40.18975,40.179139905999996,-0.0002898492447993931,-0.004374327287223216,0.002234237810284534
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 00:50:00+00:00,2026-03-26 00:55:00+00:00,2026-03-26 01:40:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,39.871172278,39.92263656371429,39.90848214285714,39.985441056,-0.0036964608148529273,-0.01009152055419517,0.00103263274309906
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 02:00:00+00:00,2026-03-26 02:05:00+00:00,2026-03-26 02:50:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,40.003030642,40.056387784857144,39.557589285714286,39.617538208,0.00881125401976934,-0.003463664249975477,0.013249762167857115
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 02:50:00+00:00,2026-03-26 02:55:00+00:00,2026-03-26 03:30:00+00:00,-1,stop_market,8,True,2026-03-26 03:25:00+00:00,0,0,False,39.585479156,39.63901487028571,39.36335714285714,39.35296521657143,0.0050468309305677864,-0.0026003325682422288,0.008247447371128036
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 03:35:00+00:00,2026-03-26 03:40:00+00:00,2026-03-26 04:20:00+00:00,-1,stop_market,9,True,2026-03-26 04:15:00+00:00,0,0,False,39.396681953,39.46721766728571,39.34967857142857,39.33929025628571,0.000628046171343296,-0.003468676040945932,0.003012486004318471
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 04:30:00+00:00,2026-03-26 04:35:00+00:00,2026-03-26 05:20:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,39.313771012000004,39.35562815485715,39.16453571428571,39.158659383999996,0.0031177916538783785,-0.003243924063777174,0.005946288183055537
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 05:30:00+00:00,2026-03-26 05:35:00+00:00,2026-03-26 06:20:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,39.053051065,39.110015350714285,38.84933928571429,39.022695288,-5.170439379177151e-05,-0.003614127974629581,0.0074783162143696735
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 06:20:00+00:00,2026-03-26 06:25:00+00:00,2026-03-26 07:00:00+00:00,-1,stop_market,8,True,2026-03-26 06:55:00+00:00,0,0,False,38.991117591,39.05140330528571,38.82507142857143,38.81482160971428,0.0036939917971314435,-0.0015401076102266192,0.007158491683357693
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 07:10:00+00:00,2026-03-26 07:15:00+00:00,2026-03-26 08:00:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.894221672,38.95557881485714,38.95557881485714,39.068683144,-0.005316719641679946,-0.006245304482316542,-0.00035425128483601576
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 08:15:00+00:00,2026-03-26 08:20:00+00:00,2026-03-26 09:05:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.951160511000005,38.99737479671429,38.97953571428571,39.373602624,-0.011679250527793858,-0.014094343302632166,0.0009026819878724668
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 09:30:00+00:00,2026-03-26 09:35:00+00:00,2026-03-26 10:10:00+00:00,-1,stop_market,8,True,2026-03-26 10:05:00+00:00,0,0,False,39.002105787999994,39.07099864514285,39.07099864514285,39.06068390150053,-0.0023318672252943917,-0.006873138536940064,0.00025910877876511584
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 10:25:00+00:00,2026-03-26 10:30:00+00:00,2026-03-26 11:15:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,39.056047846,39.120440703142854,38.932857142857145,38.915723536,0.002765063006184332,-0.0025385872730579054,0.005096466667207422
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 11:30:00+00:00,2026-03-26 11:35:00+00:00,2026-03-26 12:20:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.856262446,38.90297673171429,38.90297673171429,39.217643808,-0.010133645531666464,-0.010110332749267552,-0.0005594350210653687
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 12:35:00+00:00,2026-03-26 12:40:00+00:00,2026-03-26 13:25:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,39.059044627,39.106937484142854,39.106937484142854,39.270629815999996,-0.006248628885228426,-0.010014368026209934,0.0001547561405489395
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 13:30:00+00:00,2026-03-26 13:35:00+00:00,2026-03-26 14:20:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,39.402233280000004,39.349268994285715,39.68367857142857,39.501425624,0.001687062986833606,-0.00453202386866504,0.010044271277407146
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 14:20:00+00:00,2026-03-26 14:25:00+00:00,2026-03-26 15:10:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,39.53637706200001,39.45398420485715,39.65798214285714,39.422404768,-0.003710846994134446,-0.003990534279171524,0.005984942364064549
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 15:15:00+00:00,2026-03-26 15:20:00+00:00,2026-03-26 16:05:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,39.54838993800001,39.472925652285724,39.522357142857146,39.116323984000005,-0.011749787238462806,-0.012561551203320602,0.002088835022854285
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 16:20:00+00:00,2026-03-26 16:25:00+00:00,2026-03-26 17:10:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.986122955999996,39.055944384571426,38.890303571428575,38.94471588,0.00023321560392613246,-0.0036434266883003255,0.004748432056424945
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 17:25:00+00:00,2026-03-26 17:30:00+00:00,2026-03-26 18:05:00+00:00,-1,stop_market,8,True,2026-03-26 18:00:00+00:00,0,0,False,39.032073598,39.095716455142856,38.636339285714286,38.62613929214285,0.009575008833717456,-0.005613626758890004,0.013093682986552446
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 18:10:00+00:00,2026-03-26 18:15:00+00:00,2026-03-26 19:00:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.640494214,38.72092278542857,38.45617857142857,38.558817784,0.0012853060784487071,-0.002213442289592097,0.007595508804172146
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 19:15:00+00:00,2026-03-26 19:20:00+00:00,2026-03-26 19:55:00+00:00,-1,stop_market,8,True,2026-03-26 19:50:00+00:00,0,0,False,38.583555375,38.63666251785715,38.48307142857143,38.47291189771428,0.0020394994911553128,-0.0028624560794607993,0.004498169578028621
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 20:00:00+00:00,2026-03-26 20:05:00+00:00,2026-03-26 20:50:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.329827917,38.38539934557143,38.38539934557143,38.785757856,-0.012729167215224133,-0.02296034257173686,0.0015347816621402721
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 20:50:00+00:00,2026-03-26 20:55:00+00:00,2026-03-26 21:40:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.753372965000004,38.85076582214286,38.800999999999995,39.073681824000005,-0.009098065551082002,-0.012403992805194235,0.0016352890123201291
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 22:15:00+00:00,2026-03-26 22:20:00+00:00,2026-03-26 23:05:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.872245278,38.934709563714286,38.87951785714286,38.92472116,-0.0021798399727113635,-0.00557913587530147,0.0018070805403092027
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-26 23:25:00+00:00,2026-03-26 23:30:00+00:00,2026-03-27 00:05:00+00:00,1,stop_market,8,True,2026-03-27 00:00:00+00:00,0,0,False,39.068875971000004,39.01455454242858,39.17308928571429,39.183430981285724,0.002101591204366533,-0.0025871315673364906,0.007451558862765495
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 01:30:00+00:00,2026-03-27 01:35:00+00:00,2026-03-27 02:20:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.737390133000005,38.796711561571435,38.707,38.83474492,-0.003343564183454211,-0.006058042711888382,0.0029529643738843703
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 02:20:00+00:00,2026-03-27 02:25:00+00:00,2026-03-27 03:05:00+00:00,-1,stop_market,9,True,2026-03-27 03:00:00+00:00,0,0,False,38.804318241999994,38.85931824199999,38.56080357142857,38.550623519285715,0.005711184507302326,-0.0025969379707113808,0.009002045592490515
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 03:30:00+00:00,2026-03-27 03:35:00+00:00,2026-03-27 04:10:00+00:00,-1,stop_market,8,True,2026-03-27 04:05:00+00:00,0,0,False,38.598539280000004,38.643396422857144,38.56719642857143,38.55701468871428,0.0002469307987507498,-0.0037427851828300144,0.0028120048588533564
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 06:00:00+00:00,2026-03-27 06:05:00+00:00,2026-03-27 06:50:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.63849636,38.69013921714286,38.62189285714285,38.6897832,-0.002157223847279282,-0.0044910010973120565,0.0022903675954537572
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 06:55:00+00:00,2026-03-27 07:00:00+00:00,2026-03-27 07:45:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.617518892999996,38.664268893,38.623124999999995,39.280627175999996,-0.01800762064210467,-0.017983918126163637,0.0017484005947424608
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 07:45:00+00:00,2026-03-27 07:50:00+00:00,2026-03-27 08:35:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,39.33516138900001,39.27801853185715,39.321625,38.767231848,-0.015261551257566803,-0.019867012896099726,0.002411039071686938
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 09:10:00+00:00,2026-03-27 09:15:00+00:00,2026-03-27 10:00:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.441707740999995,38.51317202671428,38.51317202671428,38.756765512,-0.009028448825836661,-0.012882688543941716,-0.0006319245535000295
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 10:30:00+00:00,2026-03-27 10:35:00+00:00,2026-03-27 11:20:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.68844271,38.74522842428571,38.024035714285716,38.27789196799999,0.009786793012233832,-0.0016438989505713913,0.02087038540301067
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 11:20:00+00:00,2026-03-27 11:25:00+00:00,2026-03-27 12:00:00+00:00,-1,stop_market,8,True,2026-03-27 11:55:00+00:00,0,0,False,38.246916975999994,38.34248840457143,38.33130357142857,38.32118410728571,-0.002771908661798425,-0.004913926548602691,0.000599184922914886
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 12:15:00+00:00,2026-03-27 12:20:00+00:00,2026-03-27 13:05:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.113060758,38.16195361514286,38.110625,38.287889328,-0.005418328625631204,-0.009727459468285253,0.00233675166015912
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 13:05:00+00:00,2026-03-27 13:10:00+00:00,2026-03-27 14:00:00+00:00,-1,stop_market,11,True,2026-03-27 13:55:00+00:00,2,2,False,38.255907318999995,38.31437160471428,38.07541071428572,38.065358805857144,0.004153633988030481,-0.009173901503668718,0.008074761276059772
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 14:20:00+00:00,2026-03-27 14:25:00+00:00,2026-03-27 15:10:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.201965261000005,38.295893832428575,38.24198214285714,38.494834680000004,-0.008498845867902245,-0.013818022512375643,0.0021455770780380856
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 15:35:00+00:00,2026-03-27 15:40:00+00:00,2026-03-27 16:25:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,38.909705364000004,38.81916964971429,38.86289285714285,38.371127304,-0.014665323883648057,-0.015133491963606043,0.0018066093110289394
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 16:35:00+00:00,2026-03-27 16:40:00+00:00,2026-03-27 17:30:00+00:00,-1,stop_market,11,True,2026-03-27 17:25:00+00:00,2,2,False,38.322835428,38.38797828514286,38.38305357142857,38.37292044528571,-0.0021367881327379237,-0.011352384663519082,0.001091657951004077
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 17:35:00+00:00,2026-03-27 17:40:00+00:00,2026-03-27 18:15:00+00:00,-1,stop_market,8,True,2026-03-27 18:10:00+00:00,0,0,False,38.240923413999994,38.30974484257142,38.19944642857143,38.189361774714286,0.0005195731500247317,-0.003214713622403901,0.003658996737217146
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 18:20:00+00:00,2026-03-27 18:25:00+00:00,2026-03-27 19:10:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.100074707,38.16536042128571,38.16536042128571,38.15592417599999,-0.002295792912016616,-0.009494047523648257,5.4454145194005044e-05
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 20:00:00+00:00,2026-03-27 20:05:00+00:00,2026-03-27 20:50:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,38.858650641000004,38.78790064100001,38.78790064100001,38.469153176000006,-0.010848609165388602,-0.01365883300780381,0.0007552850785053078
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 20:50:00+00:00,2026-03-27 20:55:00+00:00,2026-03-27 21:35:00+00:00,1,stop_market,9,True,2026-03-27 21:30:00+00:00,0,0,False,38.501267580000004,38.42980329428572,38.51976785714286,38.52993707585715,-8.499368073205688e-05,-0.004109801469696099,0.002278689131927969
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 21:40:00+00:00,2026-03-27 21:45:00+00:00,2026-03-27 22:30:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,38.649426384,38.60789066971429,38.60789066971429,38.277102488000004,-0.010458689536236116,-0.010568146645985503,-0.0005543778007756073
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 22:30:00+00:00,2026-03-27 22:35:00+00:00,2026-03-27 23:20:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.225939509,38.261725223285715,38.261725223285715,38.509830720000004,-0.008259066229113071,-0.00829047796489048,-0.0002370246779119789
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-27 23:40:00+00:00,2026-03-27 23:45:00+00:00,2026-03-28 00:30:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,38.59236522300001,38.56154379442858,38.61042857142857,38.07504916,-0.014228386116716896,-0.01462382469932612,0.0021671327091958847
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 00:30:00+00:00,2026-03-28 00:35:00+00:00,2026-03-28 01:15:00+00:00,-1,stop_market,9,True,2026-03-28 01:10:00+00:00,1,1,False,38.023157328,38.065907328,38.04917857142857,38.03913358828571,-0.0012496686988944595,-0.005880874182348187,0.0013980250914318315
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 01:20:00+00:00,2026-03-28 01:25:00+00:00,2026-03-28 02:10:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,38.138033933,38.18785536157143,38.079,38.239902,-0.003501466338596155,-0.004976146239699123,0.0035931042811683245
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 03:50:00+00:00,2026-03-28 03:55:00+00:00,2026-03-28 04:35:00+00:00,1,stop_market,9,True,2026-03-28 04:30:00+00:00,0,0,False,38.48124612,38.44538897714286,38.58557142857143,38.59575801942857,0.0021452280312241,-0.002318085118200767,0.004281407090774403
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 04:35:00+00:00,2026-03-28 04:40:00+00:00,2026-03-28 05:25:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,38.643419946,38.60245566028571,38.60245566028571,38.481156344,-0.005026578397493627,-0.00935330976598227,-0.0004249092348178607
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 05:25:00+00:00,2026-03-28 05:30:00+00:00,2026-03-28 06:10:00+00:00,1,stop_market,9,True,2026-03-28 06:05:00+00:00,1,1,False,38.513280456000004,38.47763759885714,38.61646428571429,38.626659032285716,0.002113339266150656,-0.0028366948249233396,0.004328884530894861
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 06:15:00+00:00,2026-03-28 06:20:00+00:00,2026-03-28 07:10:00+00:00,1,stop_market,11,True,2026-03-28 07:05:00+00:00,0,0,False,38.798586261000004,38.75412197528572,39.21535714285714,39.22570999714285,0.010174857313613325,-0.002569024885828123,0.012923505398546142
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 07:35:00+00:00,2026-03-28 07:40:00+00:00,2026-03-28 08:15:00+00:00,1,stop_market,8,True,2026-03-28 08:10:00+00:00,0,0,False,39.226044432,39.16318728914286,39.577732142857144,39.58818066414286,0.008398884644595251,-0.002225815941149693,0.011190411226932317
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 08:20:00+00:00,2026-03-28 08:25:00+00:00,2026-03-28 09:10:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,39.73058522400001,39.669549509714294,39.669549509714294,39.451412424000004,-0.007853056006703772,-0.00850880898545127,-0.0007446460663291798
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 09:25:00+00:00,2026-03-28 09:30:00+00:00,2026-03-28 10:05:00+00:00,1,stop_market,8,True,2026-03-28 10:00:00+00:00,0,0,False,39.552394230000004,39.49196565857143,39.57639285714286,39.586841024857144,4.1231785223225063e-05,-0.006745358475358302,0.0028470026199978182
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 11:30:00+00:00,2026-03-28 11:35:00+00:00,2026-03-28 12:25:00+00:00,1,stop_market,11,True,2026-03-28 12:20:00+00:00,1,1,False,39.366194652000004,39.320301794857144,39.84216071428572,39.85267904471429,0.011523475781964004,-0.0026042214845811854,0.0152365590147161
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 12:40:00+00:00,2026-03-28 12:45:00+00:00,2026-03-28 13:30:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,39.882748320000005,39.82646260571429,40.10482142857143,40.014561056,0.00247431325861001,-0.0015115847136799737,0.008230417757729702
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 13:30:00+00:00,2026-03-28 13:35:00+00:00,2026-03-28 14:20:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,40.046924292,39.97924572057143,40.091160714285714,39.96954917600001,-0.002760632776052761,-0.006305857605505742,0.003347965177610046
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 14:20:00+00:00,2026-03-28 14:25:00+00:00,2026-03-28 15:15:00+00:00,1,gap_market_exit,11,True,2026-03-28 15:05:00+00:00,2,2,False,40.00187600700001,39.94376886414286,40.01442857142857,40.024563696,-0.00026239217857805845,-0.005311331831180614,0.0019530082285721395
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 15:30:00+00:00,2026-03-28 15:35:00+00:00,2026-03-28 16:20:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,40.147031592000005,40.094924449142866,40.20289285714286,40.11558772,-0.001612215707421111,-0.003753179420071932,0.0033369442942001726
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 18:40:00+00:00,2026-03-28 18:45:00+00:00,2026-03-28 19:40:00+00:00,1,gap_market_exit,12,True,2026-03-28 19:30:00+00:00,2,2,False,39.825687159000005,39.78836573042857,40.022375,39.999557096,0.003534640746147484,-0.004675407856764583,0.006209882581877935
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 19:45:00+00:00,2026-03-28 19:50:00+00:00,2026-03-28 20:35:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,39.94681699200001,39.90753127771429,39.90753127771429,39.919535976,-0.0015119728470329016,-0.003464140622951099,0.000380080545667294
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 20:50:00+00:00,2026-03-28 20:55:00+00:00,2026-03-28 21:40:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,39.999873861000005,39.96944528957143,39.96944528957143,39.767495848,-0.006636382304899607,-0.007661530688706134,-0.0010468498262149462
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 22:10:00+00:00,2026-03-28 22:15:00+00:00,2026-03-28 23:00:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,39.619442674,39.663192674,39.663192674,39.788493064,-0.0050979462379037565,-0.006789241793455207,-0.0006450703057663265
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 23:05:00+00:00,2026-03-28 23:10:00+00:00,2026-03-28 23:45:00+00:00,-1,stop_market,8,True,2026-03-28 23:40:00+00:00,0,0,False,39.575489886,39.62381131457143,39.46566071428572,39.45524177985715,0.0022103862669065606,-0.0019183726779812432,0.004939670653809181
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-28 23:50:00+00:00,2026-03-28 23:55:00+00:00,2026-03-29 00:40:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,39.393685172,39.44725660057143,39.43464285714286,39.4645786,-0.0026296828686497445,-0.004814219951902358,0.0006520124199563826
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-29 00:50:00+00:00,2026-03-29 00:55:00+00:00,2026-03-29 01:40:00+00:00,-1,stop_market,10,True,2026-03-29 01:35:00+00:00,0,0,False,39.46760577,39.51210577,39.324392857142854,39.314011217428565,0.003063952363934243,-0.005441422527568311,0.005766900868686697
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-29 02:25:00+00:00,2026-03-29 02:30:00+00:00,2026-03-29 03:15:00+00:00,-1,stop_arm_deadline,10,False,,3,3,True,39.424651909,39.46911619471428,39.46911619471428,39.878469304,-0.012345101545165924,-0.01226887100888631,-0.00011028863387396726
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-29 03:15:00+00:00,2026-03-29 03:20:00+00:00,2026-03-29 04:00:00+00:00,1,stop_market,9,True,2026-03-29 03:55:00+00:00,0,0,False,39.93180089700001,39.88412232557144,39.91367857142857,39.92421578257143,-0.001019195580282848,-0.0037153112700482197,0.0013572917269568663
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-29 04:05:00+00:00,2026-03-29 04:10:00+00:00,2026-03-29 04:55:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,40.005880299000005,39.95498744185715,39.989196428571425,39.816508784,-0.005560951785897016,-0.006585761588015064,0.0012528083528071665
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-29 05:50:00+00:00,2026-03-29 05:55:00+00:00,2026-03-29 06:40:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,39.861725787000005,39.824904358428576,39.92692857142857,39.867522248,-0.0006839687185581023,-0.00166211826409625,0.0028667653179548225
baseline_pb010_arm7_deadline9,5m_conservative,2026-03-29 06:45:00+00:00,2026-03-29 06:50:00+00:00,2026-03-29 07:35:00+00:00,1,stop_arm_deadline,10,False,,3,3,True,39.951822357000005,39.91710807128572,39.91710807128572,39.701478424,-0.007092869821706485,-0.00851998261779287,-7.064401154932565e-05
