filter,trade_no,signal_ts,entry_ts,exit_ts,side,reason,bars_held,entry_price,exit_price,net_ret_1x,mae_1x,mfe_1x
body_atr_ge_0p10,23,2026-03-26 09:30:00+00:00,2026-03-26 09:35:00+00:00,2026-03-26 10:10:00+00:00,-1,stop_market,8,39.002105787999994,39.06068390150053,-0.0023318672252943917,-0.006873138536940064,0.00025910877876511584
body_atr_ge_0p10,24,2026-03-26 10:25:00+00:00,2026-03-26 10:30:00+00:00,2026-03-26 11:15:00+00:00,-1,stop_arm_deadline,10,39.056047846,38.915723536,0.002765063006184332,-0.0025385872730579054,0.005096466667207422
body_atr_ge_0p10,25,2026-03-26 11:30:00+00:00,2026-03-26 11:35:00+00:00,2026-03-26 12:20:00+00:00,-1,stop_arm_deadline,10,38.856262446,39.217643808,-0.010133645531666464,-0.010110332749267552,-0.0005594350210653687
body_atr_ge_0p10,26,2026-03-26 12:35:00+00:00,2026-03-26 12:40:00+00:00,2026-03-26 13:25:00+00:00,-1,stop_arm_deadline,10,39.059044627,39.270629815999996,-0.006248628885228426,-0.010014368026209934,0.0001547561405489395
body_atr_ge_0p10,27,2026-03-26 13:30:00+00:00,2026-03-26 13:35:00+00:00,2026-03-26 14:20:00+00:00,1,stop_arm_deadline,10,39.402233280000004,39.501425624,0.001687062986833606,-0.00453202386866504,0.010044271277407146
body_atr_ge_0p10,28,2026-03-26 14:20:00+00:00,2026-03-26 14:25:00+00:00,2026-03-26 15:10:00+00:00,1,stop_arm_deadline,10,39.53637706200001,39.422404768,-0.003710846994134446,-0.003990534279171524,0.005984942364064549
body_atr_ge_0p10,29,2026-03-26 15:15:00+00:00,2026-03-26 15:20:00+00:00,2026-03-26 16:05:00+00:00,1,stop_arm_deadline,10,39.54838993800001,39.116323984000005,-0.011749787238462806,-0.012561551203320602,0.002088835022854285
body_atr_ge_0p10,30,2026-03-26 16:20:00+00:00,2026-03-26 16:25:00+00:00,2026-03-26 17:10:00+00:00,-1,stop_arm_deadline,10,38.986122955999996,38.94471588,0.00023321560392613246,-0.0036434266883003255,0.004748432056424945
body_atr_ge_0p10,31,2026-03-26 17:25:00+00:00,2026-03-26 17:30:00+00:00,2026-03-26 18:05:00+00:00,-1,stop_market,8,39.032073598,38.62613929214285,0.009575008833717456,-0.005613626758890004,0.013093682986552446
body_atr_ge_0p10,32,2026-03-26 18:10:00+00:00,2026-03-26 18:15:00+00:00,2026-03-26 19:00:00+00:00,-1,stop_arm_deadline,10,38.640494214,38.558817784,0.0012853060784487071,-0.002213442289592097,0.007595508804172146
body_atr_ge_0p10,33,2026-03-26 19:15:00+00:00,2026-03-26 19:20:00+00:00,2026-03-26 19:55:00+00:00,-1,stop_market,8,38.583555375,38.47291189771428,0.0020394994911553128,-0.0028624560794607993,0.004498169578028621
body_atr_ge_0p10,34,2026-03-26 20:00:00+00:00,2026-03-26 20:05:00+00:00,2026-03-26 20:50:00+00:00,-1,stop_arm_deadline,10,38.329827917,38.785757856,-0.012729167215224133,-0.02296034257173686,0.0015347816621402721
body_atr_ge_0p10,35,2026-03-26 20:50:00+00:00,2026-03-26 20:55:00+00:00,2026-03-26 21:40:00+00:00,-1,stop_arm_deadline,10,38.753372965000004,39.073681824000005,-0.009098065551082002,-0.012403992805194235,0.0016352890123201291
body_atr_ge_0p10,36,2026-03-26 22:15:00+00:00,2026-03-26 22:20:00+00:00,2026-03-26 23:05:00+00:00,-1,stop_arm_deadline,10,38.872245278,38.92472116,-0.0021798399727113635,-0.00557913587530147,0.0018070805403092027
body_atr_ge_0p10,37,2026-03-26 23:25:00+00:00,2026-03-26 23:30:00+00:00,2026-03-27 00:05:00+00:00,1,stop_market,8,39.068875971000004,39.183430981285724,0.002101591204366533,-0.0025871315673364906,0.007451558862765495
body_atr_ge_0p10,38,2026-03-27 01:30:00+00:00,2026-03-27 01:35:00+00:00,2026-03-27 02:20:00+00:00,-1,stop_arm_deadline,10,38.737390133000005,38.83474492,-0.003343564183454211,-0.006058042711888382,0.0029529643738843703
body_atr_ge_0p10,39,2026-03-27 02:20:00+00:00,2026-03-27 02:25:00+00:00,2026-03-27 03:05:00+00:00,-1,stop_market,9,38.804318241999994,38.550623519285715,0.005711184507302326,-0.0025969379707113808,0.009002045592490515
body_atr_ge_0p10,40,2026-03-27 03:30:00+00:00,2026-03-27 03:35:00+00:00,2026-03-27 04:10:00+00:00,-1,stop_market,8,38.598539280000004,38.55701468871428,0.0002469307987507498,-0.0037427851828300144,0.0028120048588533564
body_atr_ge_0p10,41,2026-03-27 06:00:00+00:00,2026-03-27 06:05:00+00:00,2026-03-27 06:50:00+00:00,-1,stop_arm_deadline,10,38.63849636,38.6897832,-0.002157223847279282,-0.0044910010973120565,0.0022903675954537572
body_atr_ge_0p10,42,2026-03-27 06:55:00+00:00,2026-03-27 07:00:00+00:00,2026-03-27 07:45:00+00:00,-1,stop_arm_deadline,10,38.617518892999996,39.280627175999996,-0.01800762064210467,-0.017983918126163637,0.0017484005947424608
body_atr_ge_0p10,43,2026-03-27 07:45:00+00:00,2026-03-27 07:50:00+00:00,2026-03-27 08:35:00+00:00,1,stop_arm_deadline,10,39.33516138900001,38.767231848,-0.015261551257566803,-0.019867012896099726,0.002411039071686938
body_atr_ge_0p10,44,2026-03-27 09:10:00+00:00,2026-03-27 09:15:00+00:00,2026-03-27 10:00:00+00:00,-1,stop_arm_deadline,10,38.441707740999995,38.756765512,-0.009028448825836661,-0.012882688543941716,-0.0006319245535000295
body_atr_ge_0p10,45,2026-03-27 10:30:00+00:00,2026-03-27 10:35:00+00:00,2026-03-27 11:20:00+00:00,-1,stop_arm_deadline,10,38.68844271,38.27789196799999,0.009786793012233832,-0.0016438989505713913,0.02087038540301067
body_atr_ge_0p10,46,2026-03-27 11:20:00+00:00,2026-03-27 11:25:00+00:00,2026-03-27 12:00:00+00:00,-1,stop_market,8,38.246916975999994,38.32118410728571,-0.002771908661798425,-0.004913926548602691,0.000599184922914886
body_atr_ge_0p10,47,2026-03-27 12:15:00+00:00,2026-03-27 12:20:00+00:00,2026-03-27 13:05:00+00:00,-1,stop_arm_deadline,10,38.113060758,38.287889328,-0.005418328625631204,-0.009727459468285253,0.00233675166015912
body_atr_ge_0p10,48,2026-03-27 13:05:00+00:00,2026-03-27 13:10:00+00:00,2026-03-27 14:00:00+00:00,-1,stop_market,11,38.255907318999995,38.065358805857144,0.004153633988030481,-0.009173901503668718,0.008074761276059772
body_atr_ge_0p10,49,2026-03-27 14:20:00+00:00,2026-03-27 14:25:00+00:00,2026-03-27 15:10:00+00:00,-1,stop_arm_deadline,10,38.201965261000005,38.494834680000004,-0.008498845867902245,-0.013818022512375643,0.0021455770780380856
body_atr_ge_0p10,50,2026-03-27 15:35:00+00:00,2026-03-27 15:40:00+00:00,2026-03-27 16:25:00+00:00,1,stop_arm_deadline,10,38.909705364000004,38.371127304,-0.014665323883648057,-0.015133491963606043,0.0018066093110289394
body_atr_ge_0p10,51,2026-03-27 16:35:00+00:00,2026-03-27 16:40:00+00:00,2026-03-27 17:30:00+00:00,-1,stop_market,11,38.322835428,38.37292044528571,-0.0021367881327379237,-0.011352384663519082,0.001091657951004077
body_atr_ge_0p10,52,2026-03-27 17:35:00+00:00,2026-03-27 17:40:00+00:00,2026-03-27 18:15:00+00:00,-1,stop_market,8,38.240923413999994,38.189361774714286,0.0005195731500247317,-0.003214713622403901,0.003658996737217146
body_atr_ge_0p10,53,2026-03-27 18:20:00+00:00,2026-03-27 18:25:00+00:00,2026-03-27 19:10:00+00:00,-1,stop_arm_deadline,10,38.100074707,38.15592417599999,-0.002295792912016616,-0.009494047523648257,5.4454145194005044e-05
body_atr_ge_0p10,54,2026-03-27 20:00:00+00:00,2026-03-27 20:05:00+00:00,2026-03-27 20:50:00+00:00,1,stop_arm_deadline,10,38.858650641000004,38.469153176000006,-0.010848609165388602,-0.01365883300780381,0.0007552850785053078
body_atr_ge_0p10,55,2026-03-27 20:50:00+00:00,2026-03-27 20:55:00+00:00,2026-03-27 21:35:00+00:00,1,stop_market,9,38.501267580000004,38.52993707585715,-8.499368073205688e-05,-0.004109801469696099,0.002278689131927969
body_atr_ge_0p10,56,2026-03-27 21:40:00+00:00,2026-03-27 21:45:00+00:00,2026-03-27 22:30:00+00:00,1,stop_arm_deadline,10,38.649426384,38.277102488000004,-0.010458689536236116,-0.010568146645985503,-0.0005543778007756073
body_atr_ge_0p10,57,2026-03-27 22:30:00+00:00,2026-03-27 22:35:00+00:00,2026-03-27 23:20:00+00:00,-1,stop_arm_deadline,10,38.225939509,38.509830720000004,-0.008259066229113071,-0.00829047796489048,-0.0002370246779119789
body_atr_ge_0p10,58,2026-03-27 23:40:00+00:00,2026-03-27 23:45:00+00:00,2026-03-28 00:30:00+00:00,1,stop_arm_deadline,10,38.59236522300001,38.07504916,-0.014228386116716896,-0.01462382469932612,0.0021671327091958847
body_atr_ge_0p10,59,2026-03-28 00:30:00+00:00,2026-03-28 00:35:00+00:00,2026-03-28 01:15:00+00:00,-1,stop_market,9,38.023157328,38.03913358828571,-0.0012496686988944595,-0.005880874182348187,0.0013980250914318315
body_atr_ge_0p10,60,2026-03-28 01:20:00+00:00,2026-03-28 01:25:00+00:00,2026-03-28 02:10:00+00:00,-1,stop_arm_deadline,10,38.138033933,38.239902,-0.003501466338596155,-0.004976146239699123,0.0035931042811683245
body_atr_ge_0p10,61,2026-03-28 03:50:00+00:00,2026-03-28 03:55:00+00:00,2026-03-28 04:35:00+00:00,1,stop_market,9,38.48124612,38.59575801942857,0.0021452280312241,-0.002318085118200767,0.004281407090774403
body_atr_ge_0p10,62,2026-03-28 04:55:00+00:00,2026-03-28 05:00:00+00:00,2026-03-28 05:40:00+00:00,1,stop_market,9,38.596369515000006,38.57423448157143,-0.0014025852152368208,-0.008145168577482502,0.0011045205944415493
body_atr_ge_0p10,63,2026-03-28 05:45:00+00:00,2026-03-28 05:50:00+00:00,2026-03-28 06:25:00+00:00,1,stop_market,8,38.669447844000004,38.72931112528571,0.0007181124111904447,-0.00492591900206664,0.0032209447753808185
body_atr_ge_0p10,64,2026-03-28 06:30:00+00:00,2026-03-28 06:35:00+00:00,2026-03-28 07:10:00+00:00,1,stop_market,8,38.887681758,39.22570999714285,0.00785949750417157,-0.001563656467707079,0.010602798196248209
body_atr_ge_0p10,65,2026-03-28 07:35:00+00:00,2026-03-28 07:40:00+00:00,2026-03-28 08:15:00+00:00,1,stop_market,8,39.226044432,39.58818066414286,0.008398884644595251,-0.002225815941149693,0.011190411226932317
body_atr_ge_0p10,66,2026-03-28 08:20:00+00:00,2026-03-28 08:25:00+00:00,2026-03-28 09:10:00+00:00,1,stop_arm_deadline,10,39.73058522400001,39.451412424000004,-0.007853056006703772,-0.00850880898545127,-0.0007446460663291798
body_atr_ge_0p10,67,2026-03-28 09:25:00+00:00,2026-03-28 09:30:00+00:00,2026-03-28 10:05:00+00:00,1,stop_market,8,39.552394230000004,39.586841024857144,4.1231785223225063e-05,-0.006745358475358302,0.0028470026199978182
body_atr_ge_0p10,68,2026-03-28 11:30:00+00:00,2026-03-28 11:35:00+00:00,2026-03-28 12:25:00+00:00,1,stop_market,11,39.366194652000004,39.85267904471429,0.011523475781964004,-0.0026042214845811854,0.0152365590147161
body_atr_ge_0p10,69,2026-03-28 13:15:00+00:00,2026-03-28 13:20:00+00:00,2026-03-28 14:05:00+00:00,1,stop_arm_deadline,10,40.073953263,39.941541784,-0.004132130613132162,-0.006976361407560209,0.0026712297710551614
body_atr_ge_0p10,70,2026-03-28 14:20:00+00:00,2026-03-28 14:25:00+00:00,2026-03-28 15:15:00+00:00,1,gap_market_exit,11,40.00187600700001,40.024563696,-0.00026239217857805845,-0.005311331831180614,0.0019530082285721395
body_atr_ge_0p10,71,2026-03-28 15:30:00+00:00,2026-03-28 15:35:00+00:00,2026-03-28 16:20:00+00:00,1,stop_arm_deadline,10,40.147031592000005,40.11558772,-0.001612215707421111,-0.003753179420071932,0.0033369442942001726
body_atr_ge_0p10,72,2026-03-28 18:40:00+00:00,2026-03-28 18:45:00+00:00,2026-03-28 19:40:00+00:00,1,gap_market_exit,12,39.825687159000005,39.999557096,0.003534640746147484,-0.004675407856764583,0.006209882581877935
body_atr_ge_0p10,73,2026-03-28 19:45:00+00:00,2026-03-28 19:50:00+00:00,2026-03-28 20:35:00+00:00,1,stop_arm_deadline,10,39.94681699200001,39.919535976,-0.0015119728470329016,-0.003464140622951099,0.000380080545667294
body_atr_ge_0p10,74,2026-03-28 20:50:00+00:00,2026-03-28 20:55:00+00:00,2026-03-28 21:40:00+00:00,1,stop_arm_deadline,10,39.999873861000005,39.767495848,-0.006636382304899607,-0.007661530688706134,-0.0010468498262149462
body_atr_ge_0p10,75,2026-03-28 22:10:00+00:00,2026-03-28 22:15:00+00:00,2026-03-28 23:00:00+00:00,-1,stop_arm_deadline,10,39.619442674,39.788493064,-0.0050979462379037565,-0.006789241793455207,-0.0006450703057663265
body_atr_ge_0p10,76,2026-03-28 23:05:00+00:00,2026-03-28 23:10:00+00:00,2026-03-28 23:45:00+00:00,-1,stop_market,8,39.575489886,39.45524177985715,0.0022103862669065606,-0.0019183726779812432,0.004939670653809181
body_atr_ge_0p10,77,2026-03-28 23:50:00+00:00,2026-03-28 23:55:00+00:00,2026-03-29 00:40:00+00:00,-1,stop_arm_deadline,10,39.393685172,39.4645786,-0.0026296828686497445,-0.004814219951902358,0.0006520124199563826
body_atr_ge_0p10,78,2026-03-29 00:50:00+00:00,2026-03-29 00:55:00+00:00,2026-03-29 01:40:00+00:00,-1,stop_market,10,39.46760577,39.314011217428565,0.003063952363934243,-0.005441422527568311,0.005766900868686697
body_atr_ge_0p10,79,2026-03-29 02:25:00+00:00,2026-03-29 02:30:00+00:00,2026-03-29 03:15:00+00:00,-1,stop_arm_deadline,10,39.424651909,39.878469304,-0.012345101545165924,-0.01226887100888631,-0.00011028863387396726
body_atr_ge_0p10,80,2026-03-29 03:15:00+00:00,2026-03-29 03:20:00+00:00,2026-03-29 04:00:00+00:00,1,stop_market,9,39.93180089700001,39.92421578257143,-0.001019195580282848,-0.0037153112700482197,0.0013572917269568663
body_atr_ge_0p10,81,2026-03-29 04:05:00+00:00,2026-03-29 04:10:00+00:00,2026-03-29 04:55:00+00:00,1,stop_arm_deadline,10,40.005880299000005,39.816508784,-0.005560951785897016,-0.006585761588015064,0.0012528083528071665
body_atr_ge_0p10,82,2026-03-29 05:50:00+00:00,2026-03-29 05:55:00+00:00,2026-03-29 06:40:00+00:00,1,stop_arm_deadline,10,39.861725787000005,39.867522248,-0.0006839687185581023,-0.00166211826409625,0.0028667653179548225
body_atr_ge_0p10,83,2026-03-29 06:45:00+00:00,2026-03-29 06:50:00+00:00,2026-03-29 07:35:00+00:00,1,stop_arm_deadline,10,39.951822357000005,39.701478424,-0.007092869821706485,-0.00851998261779287,-7.064401154932565e-05
body_atr_ge_0p10,84,2026-03-29 07:55:00+00:00,2026-03-29 08:00:00+00:00,2026-03-29 08:45:00+00:00,-1,stop_arm_deadline,10,39.643416922,39.856475112,-0.006205916102793661,-0.006886935850307877,6.096654092047071e-05
body_atr_ge_0p10,85,2026-03-29 09:35:00+00:00,2026-03-29 09:40:00+00:00,2026-03-29 10:15:00+00:00,-1,stop_market,8,39.575489886,39.44074560785714,0.0025768298167771443,-0.0015140820413755013,0.005520838443930254
body_atr_ge_0p10,86,2026-03-29 10:40:00+00:00,2026-03-29 10:45:00+00:00,2026-03-29 11:30:00+00:00,-1,stop_arm_deadline,10,39.26782037,39.412592328,-0.004517635035476172,-0.0099435739542222,0.0012941989018272482
body_atr_ge_0p10,87,2026-03-29 11:30:00+00:00,2026-03-29 11:35:00+00:00,2026-03-29 12:10:00+00:00,-1,stop_market,8,39.380699121,39.327186309714286,0.0005300996884771283,-0.0037741973768517104,0.003064930884775441
body_atr_ge_0p10,88,2026-03-29 12:30:00+00:00,2026-03-29 12:35:00+00:00,2026-03-29 13:10:00+00:00,-1,stop_market,8,39.318765647,39.01246584642857,0.006964075929938326,-0.0020992094372078865,0.009734935486948704
body_atr_ge_0p10,89,2026-03-29 13:25:00+00:00,2026-03-29 13:30:00+00:00,2026-03-29 14:10:00+00:00,-1,stop_market,9,39.06803497,38.93919947957143,0.0024697660992501593,-0.0048163423816642995,0.005273747967058262
body_atr_ge_0p10,90,2026-03-29 14:15:00+00:00,2026-03-29 14:20:00+00:00,2026-03-29 14:55:00+00:00,-1,stop_market,8,38.896219526,38.81769585071429,0.0011903141700102715,-0.0017459082708979484,0.0037592220473319227
body_atr_ge_0p10,91,2026-03-29 15:15:00+00:00,2026-03-29 15:20:00+00:00,2026-03-29 16:05:00+00:00,-1,stop_arm_deadline,10,38.860258154,38.998701624,-0.004393397687917485,-0.005709063761446546,0.003377696398202956
body_atr_ge_0p10,92,2026-03-29 16:40:00+00:00,2026-03-29 16:45:00+00:00,2026-03-29 17:30:00+00:00,-1,stop_arm_deadline,10,38.89821738,38.99070373599999,-0.003207958784185906,-0.0036482958697956628,0.001470951212006355
body_atr_ge_0p10,93,2026-03-29 17:35:00+00:00,2026-03-29 17:40:00+00:00,2026-03-29 18:15:00+00:00,-1,stop_market,8,38.904210942,38.72189971899999,0.00385877709788918,-0.002491276053706374,0.005994490990902768
body_atr_ge_0p10,94,2026-03-29 18:20:00+00:00,2026-03-29 18:25:00+00:00,2026-03-29 19:10:00+00:00,-1,stop_arm_deadline,10,38.615521038999994,38.781758912,-0.005136057347590534,-0.005580432887514212,-0.00014188494296041299
body_atr_ge_0p10,95,2026-03-29 19:20:00+00:00,2026-03-29 19:25:00+00:00,2026-03-29 20:00:00+00:00,-1,stop_market,8,38.704425542,38.60875102671428,0.0016436294105967079,-0.001850529618494316,0.0032147626597631707
body_atr_ge_0p10,96,2026-03-29 20:10:00+00:00,2026-03-29 20:15:00+00:00,2026-03-29 21:00:00+00:00,-1,stop_arm_deadline,10,38.581557521,38.730772376,-0.004698443990084287,-0.009523740922528405,-0.0010223143266969714
body_atr_ge_0p10,97,2026-03-29 21:05:00+00:00,2026-03-29 21:10:00+00:00,2026-03-29 21:50:00+00:00,-1,stop_market,9,38.615521038999994,38.558067982,0.0006591172338492551,-0.0023951851764765367,0.002525436310997886
body_atr_ge_0p10,98,2026-03-29 22:00:00+00:00,2026-03-29 22:05:00+00:00,2026-03-29 22:50:00+00:00,-1,gap_market_exit,10,38.300859034,37.824011824,0.011625879483899128,-0.006240665521440884,0.015009037616876775
body_atr_ge_0p10,99,2026-03-29 23:25:00+00:00,2026-03-29 23:30:00+00:00,2026-03-30 00:15:00+00:00,-1,stop_arm_deadline,10,38.046132649,38.718775543999996,-0.018516319095043813,-0.01904644597976969,0.008361760495737558
body_atr_ge_0p10,100,2026-03-30 00:30:00+00:00,2026-03-30 00:35:00+00:00,2026-03-30 01:25:00+00:00,-1,stop_market,11,37.98919381,37.662500902714285,0.007773870587055212,-0.004305404313730069,0.013824821148527677
body_atr_ge_0p20,1,2026-03-25 08:15:00+00:00,2026-03-25 08:20:00+00:00,2026-03-25 09:05:00+00:00,1,stop_arm_deadline,10,40.726652859000005,40.687738728,-0.0017844218524893378,-0.005390588493057195,0.004059924629024714
body_atr_ge_0p20,2,2026-03-25 09:05:00+00:00,2026-03-25 09:10:00+00:00,2026-03-25 09:55:00+00:00,1,stop_arm_deadline,10,40.717643202000005,40.619720776,-0.003233239294276153,-0.008117543337823678,0.0020226317518285963
body_atr_ge_0p20,3,2026-03-25 09:55:00+00:00,2026-03-25 10:00:00+00:00,2026-03-25 10:40:00+00:00,1,stop_market,9,40.654575603,40.73416169471429,0.0011274827134536334,-0.0019046683298123018,0.003404890961149043
body_atr_ge_0p20,4,2026-03-25 10:45:00+00:00,2026-03-25 10:50:00+00:00,2026-03-25 11:35:00+00:00,1,stop_market,10,40.87881595500001,41.478340248857144,0.013830487852859768,-0.002171462561661134,0.01715274840083092
body_atr_ge_0p20,5,2026-03-25 11:50:00+00:00,2026-03-25 11:55:00+00:00,2026-03-25 12:40:00+00:00,1,stop_arm_deadline,10,41.265230133,40.8607844,-0.010626384790068565,-0.014112152665670135,0.002975140732386583
body_atr_ge_0p20,6,2026-03-25 13:15:00+00:00,2026-03-25 13:20:00+00:00,2026-03-25 14:05:00+00:00,1,stop_arm_deadline,10,41.02397154,40.631723944,-0.010386782111408224,-0.011261283987729425,0.005022148082350242
body_atr_ge_0p20,7,2026-03-25 14:40:00+00:00,2026-03-25 14:45:00+00:00,2026-03-25 15:30:00+00:00,-1,stop_arm_deadline,10,40.168852524,40.417327007999994,-0.007017637725038159,-0.008982182023465917,0.003655880483821705
body_atr_ge_0p20,8,2026-03-25 15:30:00+00:00,2026-03-25 15:35:00+00:00,2026-03-25 16:20:00+00:00,-1,stop_arm_deadline,10,40.383621829,40.514301399999994,-0.004066619150440988,-0.003915540246376207,0.00318499983841547
body_atr_ge_0p20,9,2026-03-25 16:55:00+00:00,2026-03-25 17:00:00+00:00,2026-03-25 17:45:00+00:00,-1,stop_arm_deadline,10,40.455544573000005,40.514301399999994,-0.002282304946029704,-0.005171868982449161,-0.0002584423744718123
body_atr_ge_0p20,10,2026-03-25 17:45:00+00:00,2026-03-25 17:50:00+00:00,2026-03-25 18:35:00+00:00,-1,stop_arm_deadline,10,40.48251560200001,40.566287671999994,-0.0028995202315296484,-0.006305708209862552,0.002581746723141931
body_atr_ge_0p20,11,2026-03-25 18:55:00+00:00,2026-03-25 19:00:00+00:00,2026-03-25 19:35:00+00:00,-1,stop_market,8,40.362644362,40.33086769642858,-4.171708631157771e-05,-0.004684838370003789,0.002815582670470107
body_atr_ge_0p20,12,2026-03-25 20:00:00+00:00,2026-03-25 20:05:00+00:00,2026-03-25 20:50:00+00:00,-1,stop_arm_deadline,10,40.087939437,39.915459536,0.0034749999292319565,-0.0025864008470815195,0.010675017050265967
body_atr_ge_0p20,13,2026-03-25 21:25:00+00:00,2026-03-25 21:30:00+00:00,2026-03-25 22:15:00+00:00,-1,stop_arm_deadline,10,39.879163694,40.060421256,-0.005376376915326234,-0.011619417494556321,0.001057286314315009
body_atr_ge_0p20,14,2026-03-26 00:00:00+00:00,2026-03-26 00:05:00+00:00,2026-03-26 00:55:00+00:00,-1,stop_market,11,40.149872910999996,39.97963901671428,0.0034123965008040075,-0.00512518902336924,0.007966971943075829
